temps,hr,speed,altitude,distance,activity_type,1,,cadence,1,,power,1,,accumulated_power,1,,step_length,1,,,,,,,
1615,175,3.619,1880.0,5705.0,activity_type,1,,cadence,81,rpm,power,319,watts,accumulated_power,443224,watts,step_length,1330.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.619,m/s
1616,175,3.619,1880.0,5708.0,activity_type,1,,cadence,81,rpm,power,319,watts,accumulated_power,443543,watts,step_length,1330.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.619,m/s
1617,175,3.589,1880.0,5711.5,activity_type,1,,cadence,81,rpm,power,316,watts,accumulated_power,443859,watts,step_length,1320.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.589,m/s
1618,174,3.558,1880.0,5715.0,activity_type,1,,cadence,81,rpm,power,313,watts,accumulated_power,444172,watts,step_length,1310.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.558,m/s
1619,175,3.558,1880.0,5719.0,activity_type,1,,cadence,81,rpm,power,306,watts,accumulated_power,444478,watts,step_length,1310.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.558,m/s
1620,175,3.558,1880.0,5723.0,activity_type,1,,cadence,81,rpm,power,299,watts,accumulated_power,444777,watts,step_length,1310.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.558,m/s
1621,175,3.533,1880.0,5726.0,activity_type,1,,cadence,81,rpm,power,297,watts,accumulated_power,445074,watts,step_length,1300.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.533,m/s
1622,175,3.511,1880.0,5729.0,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,445369,watts,step_length,1290.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.511,m/s
1623,175,3.511,1880.0,5732.5,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,445664,watts,step_length,1290.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.511,m/s
1624,175,3.511,1881.0,5736.0,activity_type,1,,cadence,82,rpm,power,295,watts,accumulated_power,445959,watts,step_length,1290.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.511,m/s
1625,175,3.511,1881.0,5739.0,activity_type,1,,cadence,82,rpm,power,295,watts,accumulated_power,446254,watts,step_length,1290.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.511,m/s
1626,176,3.511,1881.0,5742.0,activity_type,1,,cadence,82,rpm,power,295,watts,accumulated_power,446549,watts,step_length,1290.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.511,m/s
1627,176,3.508,1881.0,5745.0,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,446844,watts,step_length,1280.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.508,m/s
1628,175,3.506,1881.0,5748.0,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,447139,watts,step_length,1280.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.506,m/s
1629,175,3.506,1882.0,5750.5,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,447434,watts,step_length,1280.0,mm,enhanced_altitude,1882.0,m,enhanced_speed,3.506,m/s
1630,175,3.506,1881.0,5753.0,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,447729,watts,step_length,1290.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.506,m/s
1631,176,3.456,1881.0,5757.0,activity_type,1,,cadence,81,rpm,power,290,watts,accumulated_power,448019,watts,step_length,1270.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.456,m/s
1632,176,3.406,1881.0,5761.0,activity_type,1,,cadence,81,rpm,power,286,watts,accumulated_power,448305,watts,step_length,1250.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.406,m/s
1633,176,3.397,1881.0,5765.0,activity_type,1,,cadence,80,rpm,power,261,watts,accumulated_power,448566,watts,step_length,1250.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.397,m/s
1634,176,3.392,1881.0,5769.0,activity_type,1,,cadence,80,rpm,power,237,watts,accumulated_power,448803,watts,step_length,1250.0,mm,enhanced_altitude,1881.0,m,enhanced_speed,3.392,m/s
1635,176,3.381,1880.0,5773.0,activity_type,1,,cadence,80,rpm,power,236,watts,accumulated_power,449039,watts,step_length,1250.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.381,m/s
1636,176,3.369,1880.0,5777.0,activity_type,1,,cadence,80,rpm,power,236,watts,accumulated_power,449275,watts,step_length,1250.0,mm,enhanced_altitude,1880.0,m,enhanced_speed,3.369,m/s
1637,176,3.369,1879.0,5782.0,activity_type,1,,cadence,80,rpm,power,236,watts,accumulated_power,449511,watts,step_length,1250.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,3.369,m/s
1638,176,3.369,1879.0,5787.0,activity_type,1,,cadence,80,rpm,power,236,watts,accumulated_power,449747,watts,step_length,1250.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,3.369,m/s
1639,177,3.375,1879.0,5792.0,activity_type,1,,cadence,81,rpm,power,226,watts,accumulated_power,449973,watts,step_length,1250.0,mm,enhanced_altitude,1879.0,m,enhanced_speed,3.375,m/s
1640,177,3.381,1878.0,5797.0,activity_type,1,,cadence,82,rpm,power,216,watts,accumulated_power,450189,watts,step_length,1260.0,mm,enhanced_altitude,1878.0,m,enhanced_speed,3.381,m/s
1641,176,3.381,1878.0,5802.0,activity_type,1,,cadence,83,rpm,power,216,watts,accumulated_power,450405,watts,step_length,1250.0,mm,enhanced_altitude,1878.0,m,enhanced_speed,3.381,m/s
1642,176,3.383,1878.0,5807.0,activity_type,1,,cadence,83,rpm,power,216,watts,accumulated_power,450621,watts,step_length,1250.0,mm,enhanced_altitude,1878.0,m,enhanced_speed,3.383,m/s
1643,176,3.383,1878.0,5810.5,activity_type,1,,cadence,83,rpm,power,199,watts,accumulated_power,450820,watts,step_length,1250.0,mm,enhanced_altitude,1878.0,m,enhanced_speed,3.383,m/s
1644,176,3.383,1878.0,5814.0,activity_type,1,,cadence,84,rpm,power,182,watts,accumulated_power,451002,watts,step_length,1250.0,mm,enhanced_altitude,1878.0,m,enhanced_speed,3.383,m/s
1645,176,3.419,1877.0,5818.0,activity_type,1,,cadence,83,rpm,power,184,watts,accumulated_power,451186,watts,step_length,1250.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.419,m/s
1646,176,3.458,1877.0,5822.0,activity_type,1,,cadence,83,rpm,power,186,watts,accumulated_power,451372,watts,step_length,1250.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.458,m/s
1647,175,3.458,1877.0,5826.0,activity_type,1,,cadence,82,rpm,power,186,watts,accumulated_power,451558,watts,step_length,1250.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.458,m/s
1648,175,3.458,1877.0,5830.0,activity_type,1,,cadence,81,rpm,power,186,watts,accumulated_power,451744,watts,step_length,1250.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.458,m/s
1649,175,3.458,1877.0,5834.5,activity_type,1,,cadence,81,rpm,power,182,watts,accumulated_power,451926,watts,step_length,1250.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.458,m/s
1650,175,3.458,1877.0,5839.0,activity_type,1,,cadence,81,rpm,power,179,watts,accumulated_power,452105,watts,step_length,1250.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.458,m/s
1651,175,3.517,1877.0,5843.0,activity_type,1,,cadence,81,rpm,power,182,watts,accumulated_power,452287,watts,step_length,1280.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.517,m/s
1652,174,3.575,1877.0,5847.0,activity_type,1,,cadence,81,rpm,power,185,watts,accumulated_power,452472,watts,step_length,1310.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.575,m/s
1653,174,3.575,1877.0,5852.5,activity_type,1,,cadence,81,rpm,power,217,watts,accumulated_power,452689,watts,step_length,1310.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.575,m/s
1654,174,3.575,1877.0,5858.0,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,452939,watts,step_length,1320.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.575,m/s
1655,174,3.603,1877.0,5863.0,activity_type,1,,cadence,81,rpm,power,252,watts,accumulated_power,453191,watts,step_length,1330.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.603,m/s
1656,174,3.633,1877.0,5868.0,activity_type,1,,cadence,81,rpm,power,254,watts,accumulated_power,453445,watts,step_length,1340.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.633,m/s
1657,174,3.633,1877.0,5872.5,activity_type,1,,cadence,81,rpm,power,254,watts,accumulated_power,453699,watts,step_length,1340.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.633,m/s
1658,174,3.633,1877.0,5877.0,activity_type,1,,cadence,81,rpm,power,254,watts,accumulated_power,453953,watts,step_length,1340.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.633,m/s
1659,173,3.633,1877.0,5881.5,activity_type,1,,cadence,81,rpm,power,254,watts,accumulated_power,454207,watts,step_length,1340.0,mm,enhanced_altitude,1877.0,m,enhanced_speed,3.633,m/s
1660,174,3.633,1876.0,5886.0,activity_type,1,,cadence,81,rpm,power,254,watts,accumulated_power,454461,watts,step_length,1340.0,mm,enhanced_altitude,1876.0,m,enhanced_speed,3.633,m/s
1661,174,3.658,1876.0,5890.0,activity_type,1,,cadence,81,rpm,power,256,watts,accumulated_power,454717,watts,step_length,1350.0,mm,enhanced_altitude,1876.0,m,enhanced_speed,3.658,m/s
1662,175,3.683,1875.0,5894.0,activity_type,1,,cadence,82,rpm,power,258,watts,accumulated_power,454975,watts,step_length,1360.0,mm,enhanced_altitude,1875.0,m,enhanced_speed,3.683,m/s
1663,174,3.864,1875.0,5898.5,activity_type,1,,cadence,81,rpm,power,264,watts,accumulated_power,455239,watts,step_length,1420.0,mm,enhanced_altitude,1875.0,m,enhanced_speed,3.864,m/s
1664,174,4.044,1875.0,5903.0,activity_type,1,,cadence,81,rpm,power,270,watts,accumulated_power,455509,watts,step_length,1490.0,mm,enhanced_altitude,1875.0,m,enhanced_speed,4.044,m/s
1665,174,4.131,1874.0,5908.0,activity_type,1,,cadence,81,rpm,power,276,watts,accumulated_power,455785,watts,step_length,1520.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.131,m/s
1666,174,4.219,1874.0,5913.0,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,456067,watts,step_length,1550.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.219,m/s
1667,175,4.303,1874.0,5917.0,activity_type,1,,cadence,81,rpm,power,287,watts,accumulated_power,456354,watts,step_length,1580.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.303,m/s
1668,174,4.386,1874.0,5921.0,activity_type,1,,cadence,80,rpm,power,293,watts,accumulated_power,456647,watts,step_length,1620.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.386,m/s
1669,174,4.425,1874.0,5925.0,activity_type,1,,cadence,80,rpm,power,283,watts,accumulated_power,456930,watts,step_length,1630.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.425,m/s
1670,174,4.467,1874.0,5929.0,activity_type,1,,cadence,80,rpm,power,273,watts,accumulated_power,457203,watts,step_length,1650.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.467,m/s
1671,174,4.461,1874.0,5932.5,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,457475,watts,step_length,1650.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.461,m/s
1672,174,4.456,1874.0,5936.0,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,457747,watts,step_length,1660.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.456,m/s
1673,174,4.428,1874.0,5940.5,activity_type,1,,cadence,80,rpm,power,265,watts,accumulated_power,458012,watts,step_length,1650.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.428,m/s
1674,173,4.4,1874.0,5945.0,activity_type,1,,cadence,80,rpm,power,258,watts,accumulated_power,458270,watts,step_length,1640.0,mm,enhanced_altitude,1874.0,m,enhanced_speed,4.4,m/s
1675,173,4.375,1873.0,5949.5,activity_type,1,,cadence,80,rpm,power,256,watts,accumulated_power,458526,watts,step_length,1630.0,mm,enhanced_altitude,1873.0,m,enhanced_speed,4.375,m/s
1676,173,4.35,1873.0,5954.0,activity_type,1,,cadence,80,rpm,power,255,watts,accumulated_power,458781,watts,step_length,1620.0,mm,enhanced_altitude,1873.0,m,enhanced_speed,4.35,m/s
1677,173,4.339,1872.0,5958.5,activity_type,1,,cadence,80,rpm,power,254,watts,accumulated_power,459035,watts,step_length,1610.0,mm,enhanced_altitude,1872.0,m,enhanced_speed,4.339,m/s
1678,173,4.331,1872.0,5963.0,activity_type,1,,cadence,80,rpm,power,254,watts,accumulated_power,459289,watts,step_length,1610.0,mm,enhanced_altitude,1872.0,m,enhanced_speed,4.331,m/s
1679,172,4.325,1872.0,5967.5,activity_type,1,,cadence,80,rpm,power,253,watts,accumulated_power,459542,watts,step_length,1610.0,mm,enhanced_altitude,1872.0,m,enhanced_speed,4.325,m/s
1680,172,4.319,1871.0,5972.0,activity_type,1,,cadence,80,rpm,power,253,watts,accumulated_power,459795,watts,step_length,1610.0,mm,enhanced_altitude,1871.0,m,enhanced_speed,4.319,m/s
1681,173,4.319,1871.0,5977.5,activity_type,1,,cadence,80,rpm,power,253,watts,accumulated_power,460048,watts,step_length,1610.0,mm,enhanced_altitude,1871.0,m,enhanced_speed,4.319,m/s
1682,173,4.319,1870.0,5983.0,activity_type,1,,cadence,81,rpm,power,253,watts,accumulated_power,460301,watts,step_length,1610.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,4.319,m/s
1683,173,4.319,1870.0,5989.0,activity_type,1,,cadence,81,rpm,power,243,watts,accumulated_power,460544,watts,step_length,1610.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,4.319,m/s
1684,173,4.322,1870.0,5995.0,activity_type,1,,cadence,82,rpm,power,233,watts,accumulated_power,460777,watts,step_length,1610.0,mm,enhanced_altitude,1870.0,m,enhanced_speed,4.322,m/s
1685,174,4.322,1869.0,6001.0,activity_type,1,,cadence,82,rpm,power,233,watts,accumulated_power,461010,watts,step_length,1610.0,mm,enhanced_altitude,1869.0,m,enhanced_speed,4.322,m/s
1686,174,4.322,1869.0,6007.0,activity_type,1,,cadence,83,rpm,power,233,watts,accumulated_power,461243,watts,step_length,1610.0,mm,enhanced_altitude,1869.0,m,enhanced_speed,4.322,m/s
1687,175,4.322,1868.0,6011.5,activity_type,1,,cadence,83,rpm,power,233,watts,accumulated_power,461476,watts,step_length,1590.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,4.322,m/s
1688,175,4.322,1868.0,6016.0,activity_type,1,,cadence,84,rpm,power,233,watts,accumulated_power,461709,watts,step_length,1580.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,4.322,m/s
1689,175,4.347,1868.0,6020.5,activity_type,1,,cadence,84,rpm,power,229,watts,accumulated_power,461938,watts,step_length,1570.0,mm,enhanced_altitude,1868.0,m,enhanced_speed,4.347,m/s
1690,174,4.372,1867.0,6025.0,activity_type,1,,cadence,84,rpm,power,226,watts,accumulated_power,462164,watts,step_length,1570.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,4.372,m/s
1691,174,4.372,1867.0,6029.0,activity_type,1,,cadence,83,rpm,power,226,watts,accumulated_power,462390,watts,step_length,1570.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,4.372,m/s
1692,173,4.372,1867.0,6033.0,activity_type,1,,cadence,83,rpm,power,226,watts,accumulated_power,462616,watts,step_length,1570.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,4.372,m/s
1693,173,4.433,1867.0,6038.5,activity_type,1,,cadence,82,rpm,power,229,watts,accumulated_power,462845,watts,step_length,1590.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,4.433,m/s
1694,173,4.494,1867.0,6044.0,activity_type,1,,cadence,81,rpm,power,232,watts,accumulated_power,463077,watts,step_length,1610.0,mm,enhanced_altitude,1867.0,m,enhanced_speed,4.494,m/s
1695,174,4.494,1866.0,6048.0,activity_type,1,,cadence,81,rpm,power,232,watts,accumulated_power,463309,watts,step_length,1620.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,4.494,m/s
1696,173,4.494,1866.0,6052.0,activity_type,1,,cadence,81,rpm,power,232,watts,accumulated_power,463541,watts,step_length,1630.0,mm,enhanced_altitude,1866.0,m,enhanced_speed,4.494,m/s
1697,173,4.494,1865.0,6056.5,activity_type,1,,cadence,81,rpm,power,232,watts,accumulated_power,463773,watts,step_length,1630.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,4.494,m/s
1698,172,4.494,1865.0,6061.0,activity_type,1,,cadence,80,rpm,power,232,watts,accumulated_power,464005,watts,step_length,1630.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,4.494,m/s
1699,172,4.522,1865.0,6065.5,activity_type,1,,cadence,80,rpm,power,233,watts,accumulated_power,464238,watts,step_length,1650.0,mm,enhanced_altitude,1865.0,m,enhanced_speed,4.522,m/s
1700,172,4.55,1864.0,6070.0,activity_type,1,,cadence,81,rpm,power,235,watts,accumulated_power,464473,watts,step_length,1670.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,4.55,m/s
1701,172,4.55,1864.0,6074.0,activity_type,1,,cadence,81,rpm,power,235,watts,accumulated_power,464708,watts,step_length,1670.0,mm,enhanced_altitude,1864.0,m,enhanced_speed,4.55,m/s
1702,171,4.55,1863.0,6078.0,activity_type,1,,cadence,81,rpm,power,235,watts,accumulated_power,464943,watts,step_length,1680.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,4.55,m/s
1703,170,4.533,1863.0,6082.0,activity_type,1,,cadence,81,rpm,power,234,watts,accumulated_power,465177,watts,step_length,1670.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,4.533,m/s
1704,169,4.519,1863.0,6086.0,activity_type,1,,cadence,81,rpm,power,234,watts,accumulated_power,465411,watts,step_length,1670.0,mm,enhanced_altitude,1863.0,m,enhanced_speed,4.519,m/s
1705,169,4.519,1862.0,6090.5,activity_type,1,,cadence,81,rpm,power,234,watts,accumulated_power,465645,watts,step_length,1670.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.519,m/s
1706,169,4.519,1862.0,6095.0,activity_type,1,,cadence,81,rpm,power,234,watts,accumulated_power,465879,watts,step_length,1670.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.519,m/s
1707,169,4.519,1862.0,6099.0,activity_type,1,,cadence,81,rpm,power,234,watts,accumulated_power,466113,watts,step_length,1670.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.519,m/s
1708,170,4.519,1862.0,6103.0,activity_type,1,,cadence,81,rpm,power,234,watts,accumulated_power,466347,watts,step_length,1670.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.519,m/s
1709,170,4.494,1862.0,6107.0,activity_type,1,,cadence,81,rpm,power,237,watts,accumulated_power,466584,watts,step_length,1660.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.494,m/s
1710,171,4.472,1862.0,6111.0,activity_type,1,,cadence,81,rpm,power,241,watts,accumulated_power,466825,watts,step_length,1650.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.472,m/s
1711,171,4.472,1862.0,6115.0,activity_type,1,,cadence,81,rpm,power,241,watts,accumulated_power,467066,watts,step_length,1650.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.472,m/s
1712,170,4.472,1862.0,6119.0,activity_type,1,,cadence,81,rpm,power,241,watts,accumulated_power,467307,watts,step_length,1650.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.472,m/s
1713,170,4.45,1862.0,6123.0,activity_type,1,,cadence,80,rpm,power,250,watts,accumulated_power,467557,watts,step_length,1640.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.45,m/s
1714,170,4.431,1862.0,6127.0,activity_type,1,,cadence,80,rpm,power,259,watts,accumulated_power,467816,watts,step_length,1640.0,mm,enhanced_altitude,1862.0,m,enhanced_speed,4.431,m/s
1715,170,4.431,1861.0,6131.0,activity_type,1,,cadence,80,rpm,power,259,watts,accumulated_power,468075,watts,step_length,1640.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,4.431,m/s
1716,170,4.431,1861.0,6135.0,activity_type,1,,cadence,81,rpm,power,259,watts,accumulated_power,468334,watts,step_length,1640.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,4.431,m/s
1717,171,4.431,1861.0,6138.5,activity_type,1,,cadence,81,rpm,power,259,watts,accumulated_power,468593,watts,step_length,1640.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,4.431,m/s
1718,171,4.431,1861.0,6142.0,activity_type,1,,cadence,81,rpm,power,259,watts,accumulated_power,468852,watts,step_length,1640.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,4.431,m/s
1719,171,4.406,1861.0,6145.5,activity_type,1,,cadence,81,rpm,power,263,watts,accumulated_power,469115,watts,step_length,1630.0,mm,enhanced_altitude,1861.0,m,enhanced_speed,4.406,m/s
1720,170,4.383,1860.0,6149.0,activity_type,1,,cadence,81,rpm,power,268,watts,accumulated_power,469383,watts,step_length,1620.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,4.383,m/s
1721,170,4.383,1860.0,6152.0,activity_type,1,,cadence,81,rpm,power,268,watts,accumulated_power,469651,watts,step_length,1620.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,4.383,m/s
1722,170,4.383,1860.0,6155.0,activity_type,1,,cadence,81,rpm,power,268,watts,accumulated_power,469919,watts,step_length,1620.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,4.383,m/s
1723,171,4.356,1860.0,6157.5,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,470191,watts,step_length,1610.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,4.356,m/s
1724,171,4.331,1860.0,6160.0,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,470468,watts,step_length,1600.0,mm,enhanced_altitude,1860.0,m,enhanced_speed,4.331,m/s
