temps,hr,speed,altitude,distance,activity_type,1,,cadence,1,,power,1,,accumulated_power,1,,step_length,1,,,,,,,
5627,177,4.408,1907.0,19286.0,activity_type,1,,cadence,81,rpm,power,308,watts,accumulated_power,1447383,watts,step_length,1630.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.408,m/s
5628,178,4.419,1907.0,19290.0,activity_type,1,,cadence,81,rpm,power,309,watts,accumulated_power,1447692,watts,step_length,1630.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.419,m/s
5629,177,4.408,1907.0,19294.0,activity_type,1,,cadence,81,rpm,power,308,watts,accumulated_power,1448000,watts,step_length,1620.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.408,m/s
5630,177,4.397,1907.0,19298.0,activity_type,1,,cadence,81,rpm,power,308,watts,accumulated_power,1448308,watts,step_length,1620.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.397,m/s
5631,177,4.361,1907.0,19302.0,activity_type,1,,cadence,80,rpm,power,305,watts,accumulated_power,1448613,watts,step_length,1610.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.361,m/s
5632,177,4.328,1907.0,19306.0,activity_type,1,,cadence,80,rpm,power,303,watts,accumulated_power,1448916,watts,step_length,1600.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.328,m/s
5633,177,4.281,1907.0,19310.5,activity_type,1,,cadence,80,rpm,power,299,watts,accumulated_power,1449215,watts,step_length,1580.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.281,m/s
5634,177,4.233,1907.0,19315.0,activity_type,1,,cadence,80,rpm,power,296,watts,accumulated_power,1449511,watts,step_length,1570.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.233,m/s
5635,176,4.197,1907.0,19319.5,activity_type,1,,cadence,80,rpm,power,293,watts,accumulated_power,1449804,watts,step_length,1560.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.197,m/s
5636,177,4.164,1907.0,19324.0,activity_type,1,,cadence,80,rpm,power,291,watts,accumulated_power,1450095,watts,step_length,1550.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.164,m/s
5637,177,4.142,1907.0,19328.0,activity_type,1,,cadence,80,rpm,power,289,watts,accumulated_power,1450384,watts,step_length,1540.0,mm,enhanced_altitude,1907.0,m,enhanced_speed,4.142,m/s
5638,176,4.119,1906.0,19332.0,activity_type,1,,cadence,80,rpm,power,288,watts,accumulated_power,1450672,watts,step_length,1540.0,mm,enhanced_altitude,1906.0,m,enhanced_speed,4.119,m/s
5639,175,4.117,1906.0,19336.5,activity_type,1,,cadence,80,rpm,power,288,watts,accumulated_power,1450960,watts,step_length,1540.0,mm,enhanced_altitude,1906.0,m,enhanced_speed,4.117,m/s
5640,176,4.114,1906.0,19341.0,activity_type,1,,cadence,80,rpm,power,288,watts,accumulated_power,1451248,watts,step_length,1540.0,mm,enhanced_altitude,1906.0,m,enhanced_speed,4.114,m/s
5641,175,4.114,1906.0,19345.0,activity_type,1,,cadence,80,rpm,power,288,watts,accumulated_power,1451536,watts,step_length,1540.0,mm,enhanced_altitude,1906.0,m,enhanced_speed,4.114,m/s
5642,174,4.117,1906.0,19349.0,activity_type,1,,cadence,80,rpm,power,288,watts,accumulated_power,1451824,watts,step_length,1540.0,mm,enhanced_altitude,1906.0,m,enhanced_speed,4.117,m/s
5643,174,4.125,1905.0,19354.0,activity_type,1,,cadence,80,rpm,power,288,watts,accumulated_power,1452112,watts,step_length,1540.0,mm,enhanced_altitude,1905.0,m,enhanced_speed,4.125,m/s
5644,174,4.133,1905.0,19359.0,activity_type,1,,cadence,80,rpm,power,289,watts,accumulated_power,1452401,watts,step_length,1550.0,mm,enhanced_altitude,1905.0,m,enhanced_speed,4.133,m/s
5645,174,4.139,1904.0,19363.5,activity_type,1,,cadence,80,rpm,power,271,watts,accumulated_power,1452672,watts,step_length,1550.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.139,m/s
5646,174,4.147,1904.0,19368.0,activity_type,1,,cadence,80,rpm,power,254,watts,accumulated_power,1452926,watts,step_length,1550.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.147,m/s
5647,174,4.158,1904.0,19372.5,activity_type,1,,cadence,80,rpm,power,254,watts,accumulated_power,1453180,watts,step_length,1550.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.158,m/s
5648,174,4.172,1904.0,19377.0,activity_type,1,,cadence,80,rpm,power,255,watts,accumulated_power,1453435,watts,step_length,1560.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.172,m/s
5649,174,4.172,1904.0,19381.0,activity_type,1,,cadence,80,rpm,power,249,watts,accumulated_power,1453684,watts,step_length,1560.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.172,m/s
5650,173,4.172,1904.0,19385.0,activity_type,1,,cadence,80,rpm,power,244,watts,accumulated_power,1453928,watts,step_length,1560.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.172,m/s
5651,172,4.172,1904.0,19389.5,activity_type,1,,cadence,80,rpm,power,244,watts,accumulated_power,1454172,watts,step_length,1560.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.172,m/s
5652,172,4.172,1904.0,19394.0,activity_type,1,,cadence,80,rpm,power,244,watts,accumulated_power,1454416,watts,step_length,1560.0,mm,enhanced_altitude,1904.0,m,enhanced_speed,4.172,m/s
5653,173,4.181,1903.0,19399.0,activity_type,1,,cadence,79,rpm,power,244,watts,accumulated_power,1454660,watts,step_length,1560.0,mm,enhanced_altitude,1903.0,m,enhanced_speed,4.181,m/s
5654,172,4.189,1903.0,19404.0,activity_type,1,,cadence,79,rpm,power,245,watts,accumulated_power,1454905,watts,step_length,1570.0,mm,enhanced_altitude,1903.0,m,enhanced_speed,4.189,m/s
5655,172,4.189,1902.0,19408.0,activity_type,1,,cadence,79,rpm,power,235,watts,accumulated_power,1455140,watts,step_length,1570.0,mm,enhanced_altitude,1902.0,m,enhanced_speed,4.189,m/s
5656,171,4.189,1902.0,19412.0,activity_type,1,,cadence,79,rpm,power,225,watts,accumulated_power,1455365,watts,step_length,1580.0,mm,enhanced_altitude,1902.0,m,enhanced_speed,4.189,m/s
5657,172,4.189,1902.0,19416.5,activity_type,1,,cadence,78,rpm,power,225,watts,accumulated_power,1455590,watts,step_length,1580.0,mm,enhanced_altitude,1902.0,m,enhanced_speed,4.189,m/s
5658,172,4.189,1901.0,19421.0,activity_type,1,,cadence,78,rpm,power,225,watts,accumulated_power,1455815,watts,step_length,1590.0,mm,enhanced_altitude,1901.0,m,enhanced_speed,4.189,m/s
5659,171,4.192,1900.0,19425.0,activity_type,1,,cadence,78,rpm,power,213,watts,accumulated_power,1456028,watts,step_length,1590.0,mm,enhanced_altitude,1900.0,m,enhanced_speed,4.192,m/s
5660,171,4.197,1899.0,19429.0,activity_type,1,,cadence,79,rpm,power,201,watts,accumulated_power,1456229,watts,step_length,1590.0,mm,enhanced_altitude,1899.0,m,enhanced_speed,4.197,m/s
5661,171,4.197,1898.0,19433.5,activity_type,1,,cadence,79,rpm,power,201,watts,accumulated_power,1456430,watts,step_length,1590.0,mm,enhanced_altitude,1898.0,m,enhanced_speed,4.197,m/s
5662,171,4.197,1898.0,19438.0,activity_type,1,,cadence,80,rpm,power,201,watts,accumulated_power,1456631,watts,step_length,1600.0,mm,enhanced_altitude,1898.0,m,enhanced_speed,4.197,m/s
5663,170,4.194,1897.0,19442.5,activity_type,1,,cadence,81,rpm,power,201,watts,accumulated_power,1456832,watts,step_length,1590.0,mm,enhanced_altitude,1897.0,m,enhanced_speed,4.194,m/s
5664,171,4.192,1897.0,19447.0,activity_type,1,,cadence,82,rpm,power,201,watts,accumulated_power,1457033,watts,step_length,1580.0,mm,enhanced_altitude,1897.0,m,enhanced_speed,4.192,m/s
5665,171,4.192,1896.0,19451.5,activity_type,1,,cadence,82,rpm,power,194,watts,accumulated_power,1457227,watts,step_length,1580.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.192,m/s
5666,171,4.192,1896.0,19456.0,activity_type,1,,cadence,83,rpm,power,188,watts,accumulated_power,1457415,watts,step_length,1580.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.192,m/s
5667,171,4.192,1896.0,19460.5,activity_type,1,,cadence,83,rpm,power,188,watts,accumulated_power,1457603,watts,step_length,1560.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.192,m/s
5668,171,4.192,1896.0,19465.0,activity_type,1,,cadence,83,rpm,power,188,watts,accumulated_power,1457791,watts,step_length,1550.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.192,m/s
5669,170,4.217,1896.0,19469.5,activity_type,1,,cadence,82,rpm,power,196,watts,accumulated_power,1457987,watts,step_length,1550.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.217,m/s
5670,169,4.244,1896.0,19474.0,activity_type,1,,cadence,82,rpm,power,204,watts,accumulated_power,1458191,watts,step_length,1550.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.244,m/s
5671,169,4.297,1896.0,19478.0,activity_type,1,,cadence,81,rpm,power,206,watts,accumulated_power,1458397,watts,step_length,1570.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.297,m/s
5672,169,4.35,1896.0,19482.0,activity_type,1,,cadence,80,rpm,power,209,watts,accumulated_power,1458606,watts,step_length,1590.0,mm,enhanced_altitude,1896.0,m,enhanced_speed,4.35,m/s
5673,170,4.347,1895.0,19486.5,activity_type,1,,cadence,80,rpm,power,209,watts,accumulated_power,1458815,watts,step_length,1590.0,mm,enhanced_altitude,1895.0,m,enhanced_speed,4.347,m/s
5674,171,4.344,1895.0,19491.0,activity_type,1,,cadence,80,rpm,power,209,watts,accumulated_power,1459024,watts,step_length,1590.0,mm,enhanced_altitude,1895.0,m,enhanced_speed,4.344,m/s
5675,170,4.331,1894.0,19494.5,activity_type,1,,cadence,79,rpm,power,221,watts,accumulated_power,1459245,watts,step_length,1590.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,4.331,m/s
5676,170,4.319,1894.0,19498.0,activity_type,1,,cadence,79,rpm,power,233,watts,accumulated_power,1459478,watts,step_length,1600.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,4.319,m/s
5677,170,4.308,1894.0,19501.5,activity_type,1,,cadence,79,rpm,power,232,watts,accumulated_power,1459710,watts,step_length,1590.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,4.308,m/s
5678,170,4.3,1893.0,19505.0,activity_type,1,,cadence,79,rpm,power,231,watts,accumulated_power,1459941,watts,step_length,1590.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.3,m/s
5679,170,4.281,1893.0,19508.5,activity_type,1,,cadence,79,rpm,power,240,watts,accumulated_power,1460181,watts,step_length,1590.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.281,m/s
5680,170,4.264,1893.0,19512.0,activity_type,1,,cadence,80,rpm,power,250,watts,accumulated_power,1460431,watts,step_length,1600.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.264,m/s
5681,170,4.264,1893.0,19515.0,activity_type,1,,cadence,80,rpm,power,250,watts,accumulated_power,1460681,watts,step_length,1600.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.264,m/s
5682,170,4.264,1893.0,19518.0,activity_type,1,,cadence,80,rpm,power,250,watts,accumulated_power,1460931,watts,step_length,1600.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.264,m/s
5683,169,4.264,1893.0,19521.0,activity_type,1,,cadence,80,rpm,power,250,watts,accumulated_power,1461181,watts,step_length,1600.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.264,m/s
5684,169,4.264,1893.0,19524.0,activity_type,1,,cadence,80,rpm,power,250,watts,accumulated_power,1461431,watts,step_length,1600.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.264,m/s
5685,169,4.247,1893.0,19526.5,activity_type,1,,cadence,80,rpm,power,254,watts,accumulated_power,1461685,watts,step_length,1590.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.247,m/s
5686,169,4.233,1893.0,19529.0,activity_type,1,,cadence,81,rpm,power,259,watts,accumulated_power,1461944,watts,step_length,1580.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.233,m/s
5687,169,4.233,1893.0,19531.5,activity_type,1,,cadence,81,rpm,power,259,watts,accumulated_power,1462203,watts,step_length,1570.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.233,m/s
5688,169,4.233,1893.0,19534.0,activity_type,1,,cadence,81,rpm,power,259,watts,accumulated_power,1462462,watts,step_length,1570.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.233,m/s
5689,169,4.192,1893.0,19537.0,activity_type,1,,cadence,81,rpm,power,275,watts,accumulated_power,1462737,watts,step_length,1550.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.192,m/s
5690,169,4.153,1893.0,19540.0,activity_type,1,,cadence,82,rpm,power,291,watts,accumulated_power,1463028,watts,step_length,1540.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.153,m/s
5691,169,4.153,1893.0,19543.5,activity_type,1,,cadence,82,rpm,power,291,watts,accumulated_power,1463319,watts,step_length,1530.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.153,m/s
5692,169,4.153,1893.0,19547.0,activity_type,1,,cadence,82,rpm,power,291,watts,accumulated_power,1463610,watts,step_length,1530.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.153,m/s
5693,170,4.153,1893.0,19551.0,activity_type,1,,cadence,82,rpm,power,291,watts,accumulated_power,1463901,watts,step_length,1520.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.153,m/s
5694,170,4.153,1893.0,19555.0,activity_type,1,,cadence,83,rpm,power,291,watts,accumulated_power,1464192,watts,step_length,1520.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.153,m/s
5695,170,4.114,1893.0,19558.5,activity_type,1,,cadence,82,rpm,power,288,watts,accumulated_power,1464480,watts,step_length,1500.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.114,m/s
5696,170,4.078,1893.0,19562.0,activity_type,1,,cadence,82,rpm,power,285,watts,accumulated_power,1464765,watts,step_length,1490.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,4.078,m/s
5697,170,4.078,1894.0,19566.5,activity_type,1,,cadence,81,rpm,power,285,watts,accumulated_power,1465050,watts,step_length,1480.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,4.078,m/s
5698,171,4.078,1894.0,19571.0,activity_type,1,,cadence,81,rpm,power,285,watts,accumulated_power,1465335,watts,step_length,1480.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,4.078,m/s
5699,172,4.058,1894.0,19575.0,activity_type,1,,cadence,81,rpm,power,284,watts,accumulated_power,1465619,watts,step_length,1480.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,4.058,m/s
5700,172,4.042,1894.0,19579.0,activity_type,1,,cadence,81,rpm,power,283,watts,accumulated_power,1465902,watts,step_length,1480.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,4.042,m/s
5701,172,3.897,1894.0,19583.5,activity_type,1,,cadence,81,rpm,power,273,watts,accumulated_power,1466175,watts,step_length,1430.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.897,m/s
5702,172,3.756,1894.0,19588.0,activity_type,1,,cadence,81,rpm,power,263,watts,accumulated_power,1466438,watts,step_length,1380.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.756,m/s
5703,173,3.739,1893.0,19592.0,activity_type,1,,cadence,80,rpm,power,261,watts,accumulated_power,1466699,watts,step_length,1370.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.739,m/s
5704,173,3.722,1893.0,19596.0,activity_type,1,,cadence,80,rpm,power,260,watts,accumulated_power,1466959,watts,step_length,1370.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.722,m/s
5705,173,3.753,1892.0,19600.5,activity_type,1,,cadence,80,rpm,power,262,watts,accumulated_power,1467221,watts,step_length,1390.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,3.753,m/s
5706,173,3.786,1892.0,19605.0,activity_type,1,,cadence,81,rpm,power,265,watts,accumulated_power,1467486,watts,step_length,1410.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,3.786,m/s
5707,173,3.842,1892.0,19609.0,activity_type,1,,cadence,81,rpm,power,269,watts,accumulated_power,1467755,watts,step_length,1430.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,3.842,m/s
5708,173,3.897,1892.0,19613.0,activity_type,1,,cadence,81,rpm,power,273,watts,accumulated_power,1468028,watts,step_length,1450.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,3.897,m/s
5709,174,3.953,1892.0,19617.0,activity_type,1,,cadence,81,rpm,power,277,watts,accumulated_power,1468305,watts,step_length,1460.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,3.953,m/s
5710,173,4.011,1892.0,19621.0,activity_type,1,,cadence,82,rpm,power,281,watts,accumulated_power,1468586,watts,step_length,1480.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,4.011,m/s
5711,173,4.042,1892.0,19623.5,activity_type,1,,cadence,82,rpm,power,283,watts,accumulated_power,1468869,watts,step_length,1490.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,4.042,m/s
5712,173,4.072,1892.0,19626.0,activity_type,1,,cadence,82,rpm,power,285,watts,accumulated_power,1469154,watts,step_length,1500.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,4.072,m/s
5713,173,4.067,1892.0,19629.0,activity_type,1,,cadence,81,rpm,power,284,watts,accumulated_power,1469438,watts,step_length,1490.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,4.067,m/s
5714,173,4.061,1892.0,19632.0,activity_type,1,,cadence,81,rpm,power,284,watts,accumulated_power,1469722,watts,step_length,1490.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,4.061,m/s
5715,173,4.033,1892.0,19635.0,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,1470004,watts,step_length,1480.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,4.033,m/s
5716,172,4.008,1892.0,19638.0,activity_type,1,,cadence,81,rpm,power,280,watts,accumulated_power,1470284,watts,step_length,1480.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,4.008,m/s
5717,172,3.975,1893.0,19641.0,activity_type,1,,cadence,80,rpm,power,278,watts,accumulated_power,1470562,watts,step_length,1470.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.975,m/s
5718,172,3.944,1893.0,19644.0,activity_type,1,,cadence,80,rpm,power,276,watts,accumulated_power,1470838,watts,step_length,1460.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.944,m/s
5719,172,3.917,1893.0,19647.5,activity_type,1,,cadence,80,rpm,power,274,watts,accumulated_power,1471112,watts,step_length,1450.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.917,m/s
5720,173,3.892,1893.0,19651.0,activity_type,1,,cadence,80,rpm,power,272,watts,accumulated_power,1471384,watts,step_length,1440.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.892,m/s
5721,172,3.889,1893.0,19654.0,activity_type,1,,cadence,79,rpm,power,272,watts,accumulated_power,1471656,watts,step_length,1440.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.889,m/s
5722,172,3.889,1893.0,19657.0,activity_type,1,,cadence,79,rpm,power,272,watts,accumulated_power,1471928,watts,step_length,1450.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.889,m/s
5723,172,3.889,1893.0,19660.5,activity_type,1,,cadence,79,rpm,power,272,watts,accumulated_power,1472200,watts,step_length,1450.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.889,m/s
5724,172,3.889,1893.0,19664.0,activity_type,1,,cadence,79,rpm,power,272,watts,accumulated_power,1472472,watts,step_length,1460.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.889,m/s
5725,172,3.856,1893.0,19667.5,activity_type,1,,cadence,79,rpm,power,269,watts,accumulated_power,1472741,watts,step_length,1450.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.856,m/s
5726,172,3.822,1893.0,19671.0,activity_type,1,,cadence,79,rpm,power,267,watts,accumulated_power,1473008,watts,step_length,1440.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.822,m/s
5727,173,3.822,1893.0,19674.0,activity_type,1,,cadence,79,rpm,power,267,watts,accumulated_power,1473275,watts,step_length,1440.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.822,m/s
5728,172,3.822,1893.0,19677.0,activity_type,1,,cadence,79,rpm,power,267,watts,accumulated_power,1473542,watts,step_length,1450.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.822,m/s
5729,172,3.822,1893.0,19680.0,activity_type,1,,cadence,79,rpm,power,267,watts,accumulated_power,1473809,watts,step_length,1440.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.822,m/s
5730,172,3.822,1893.0,19683.0,activity_type,1,,cadence,79,rpm,power,267,watts,accumulated_power,1474076,watts,step_length,1440.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.822,m/s
5731,173,3.775,1893.0,19686.0,activity_type,1,,cadence,79,rpm,power,264,watts,accumulated_power,1474340,watts,step_length,1420.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.775,m/s
5732,173,3.728,1894.0,19689.0,activity_type,1,,cadence,80,rpm,power,261,watts,accumulated_power,1474601,watts,step_length,1410.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.728,m/s
5733,173,3.728,1894.0,19692.5,activity_type,1,,cadence,80,rpm,power,261,watts,accumulated_power,1474862,watts,step_length,1400.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.728,m/s
5734,172,3.728,1894.0,19696.0,activity_type,1,,cadence,80,rpm,power,261,watts,accumulated_power,1475123,watts,step_length,1400.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.728,m/s
5735,173,3.703,1894.0,19699.5,activity_type,1,,cadence,80,rpm,power,271,watts,accumulated_power,1475394,watts,step_length,1390.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.703,m/s
5736,173,3.681,1894.0,19703.0,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,1475676,watts,step_length,1380.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.681,m/s
5737,173,3.681,1894.0,19706.5,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,1475958,watts,step_length,1380.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.681,m/s
5738,173,3.681,1894.0,19710.0,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,1476240,watts,step_length,1380.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.681,m/s
5739,172,3.681,1894.0,19713.0,activity_type,1,,cadence,81,rpm,power,282,watts,accumulated_power,1476522,watts,step_length,1370.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.681,m/s
5740,172,3.681,1894.0,19716.0,activity_type,1,,cadence,82,rpm,power,282,watts,accumulated_power,1476804,watts,step_length,1370.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.681,m/s
5741,173,3.675,1894.0,19719.0,activity_type,1,,cadence,81,rpm,power,281,watts,accumulated_power,1477085,watts,step_length,1360.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.675,m/s
5742,173,3.669,1894.0,19722.0,activity_type,1,,cadence,81,rpm,power,281,watts,accumulated_power,1477366,watts,step_length,1350.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.669,m/s
5743,173,3.603,1894.0,19725.5,activity_type,1,,cadence,81,rpm,power,276,watts,accumulated_power,1477642,watts,step_length,1330.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.603,m/s
5744,172,3.539,1894.0,19729.0,activity_type,1,,cadence,81,rpm,power,271,watts,accumulated_power,1477913,watts,step_length,1310.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.539,m/s
5745,172,3.536,1894.0,19732.5,activity_type,1,,cadence,80,rpm,power,271,watts,accumulated_power,1478184,watts,step_length,1310.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.536,m/s
5746,172,3.536,1894.0,19736.0,activity_type,1,,cadence,80,rpm,power,271,watts,accumulated_power,1478455,watts,step_length,1310.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.536,m/s
5747,172,3.517,1895.0,19740.0,activity_type,1,,cadence,80,rpm,power,269,watts,accumulated_power,1478724,watts,step_length,1300.0,mm,enhanced_altitude,1895.0,m,enhanced_speed,3.517,m/s
5748,172,3.497,1894.0,19744.0,activity_type,1,,cadence,80,rpm,power,268,watts,accumulated_power,1478992,watts,step_length,1300.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.497,m/s
5749,171,3.489,1894.0,19748.0,activity_type,1,,cadence,80,rpm,power,256,watts,accumulated_power,1479248,watts,step_length,1290.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.489,m/s
5750,171,3.481,1894.0,19752.0,activity_type,1,,cadence,80,rpm,power,244,watts,accumulated_power,1479492,watts,step_length,1290.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.481,m/s
5751,172,3.478,1894.0,19756.0,activity_type,1,,cadence,80,rpm,power,243,watts,accumulated_power,1479735,watts,step_length,1290.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.478,m/s
5752,171,3.478,1894.0,19760.0,activity_type,1,,cadence,80,rpm,power,243,watts,accumulated_power,1479978,watts,step_length,1290.0,mm,enhanced_altitude,1894.0,m,enhanced_speed,3.478,m/s
5753,171,3.478,1893.0,19765.0,activity_type,1,,cadence,80,rpm,power,243,watts,accumulated_power,1480221,watts,step_length,1290.0,mm,enhanced_altitude,1893.0,m,enhanced_speed,3.478,m/s
5754,171,3.478,1892.0,19770.0,activity_type,1,,cadence,80,rpm,power,243,watts,accumulated_power,1480464,watts,step_length,1300.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,3.478,m/s
5755,171,3.478,1892.0,19775.0,activity_type,1,,cadence,80,rpm,power,219,watts,accumulated_power,1480683,watts,step_length,1300.0,mm,enhanced_altitude,1892.0,m,enhanced_speed,3.478,m/s
5756,171,3.478,1891.0,19780.0,activity_type,1,,cadence,80,rpm,power,195,watts,accumulated_power,1480878,watts,step_length,1300.0,mm,enhanced_altitude,1891.0,m,enhanced_speed,3.478,m/s
5757,172,3.489,1891.0,19785.0,activity_type,1,,cadence,80,rpm,power,196,watts,accumulated_power,1481074,watts,step_length,1300.0,mm,enhanced_altitude,1891.0,m,enhanced_speed,3.489,m/s
5758,172,3.503,1890.0,19790.0,activity_type,1,,cadence,80,rpm,power,197,watts,accumulated_power,1481271,watts,step_length,1310.0,mm,enhanced_altitude,1890.0,m,enhanced_speed,3.503,m/s
5759,172,3.503,1890.0,19795.0,activity_type,1,,cadence,81,rpm,power,179,watts,accumulated_power,1481450,watts,step_length,1300.0,mm,enhanced_altitude,1890.0,m,enhanced_speed,3.503,m/s
5760,171,3.503,1889.0,19800.0,activity_type,1,,cadence,82,rpm,power,162,watts,accumulated_power,1481612,watts,step_length,1300.0,mm,enhanced_altitude,1889.0,m,enhanced_speed,3.503,m/s
5761,171,3.503,1889.0,19805.0,activity_type,1,,cadence,83,rpm,power,162,watts,accumulated_power,1481774,watts,step_length,1300.0,mm,enhanced_altitude,1889.0,m,enhanced_speed,3.503,m/s
5762,171,3.503,1889.0,19810.0,activity_type,1,,cadence,84,rpm,power,162,watts,accumulated_power,1481936,watts,step_length,1300.0,mm,enhanced_altitude,1889.0,m,enhanced_speed,3.503,m/s
